,id,category,sub category,product,price,unit,weight,calories
888,684,Frozen foods,Frozen vegetables,AH Sperziebonen fijn heel,1.19,"450 gPrijs per KG € 2,64",450 Gram,36.0
889,713,Frozen foods,Frozen vegetables,AH Biologisch Boerenkool,1.29,"450 gPrijs per KG € 2,87",450 Gram,44.0
890,695,Frozen foods,Frozen vegetables,AH Rodekool met appel deelblokjes,0.79,"450 gPrijs per KG € 1,76",450 Gram,58.0
891,739,Frozen foods,Frozen vegetables,AH Spinazie,1.19,"1 kgPrijs per KG € 1,19",1 Kilogram,28.0
892,707,Frozen foods,Frozen vegetables,Iglo Spinazie 3x750gr pakket,4.99,per pakket,,
893,746,Frozen foods,Frozen vegetables,AH Pompoenblokjes,1.79,"450 gPrijs per KG € 3,98",450 Gram,37.0
894,716,Frozen foods,Frozen vegetables,AH Biologisch Sperziebonen,1.95,"450 gPrijs per KG € 4,33",450 Gram,36.0
895,732,Frozen foods,Frozen vegetables,AH Broccoliroosjes,2.35,"1 kgPrijs per KG € 2,35",1 Kilogram,26.0
896,680,Frozen foods,Frozen vegetables,AH Hollands groentepannetje,1.69,"450 gPrijs per KG € 3,76",450 Gram,110.0
897,689,Frozen foods,Frozen vegetables,Bonduelle Edamame boontjes,2.99,"300 gNormale prijs per KG € 9,97",300 Gram,135.0
898,722,Frozen foods,Frozen vegetables,Iglo Spinazie à la crème,1.49,"500 gPrijs per KG € 2,98",500 Gram,55.0
899,687,Frozen foods,Frozen vegetables,Iglo Spinazie fijn gehakt,1.59,"750 gPrijs per KG € 2,12",750 Gram,23.0
900,698,Frozen foods,Frozen vegetables,AH Hollandse snijbonen,1.49,"450 gPrijs per KG € 3,31",450 Gram,36.0
901,705,Frozen foods,Frozen vegetables,Iglo Vissticks met Spinazie en Friet pakket,8.21,per pakket,,
902,719,Frozen foods,Frozen vegetables,AH Biologisch Bladspinazie deelblokjes,1.89,"450 gPrijs per KG € 4,20",450 Gram,22.0
903,723,Frozen foods,Frozen vegetables,AH Spinazie a la creme,1.21,"750 gPrijs per KG € 1,61",750 Gram,44.0
904,879,Frozen foods,Ice cream,Viennetta Vanilla,3.39,"0,65 lPrijs per LT € 5,22",8 Stuks (piece). 750 Milliliter,240.0
905,843,Frozen foods,Ice cream,Hertog Pecan caramel,4.89,"900 mlPrijs per LT € 5,43",900 Milliliter. 500 Gram,213.0
906,846,Frozen foods,Ice cream,Hertog Ijssalon mini ijs vanille karamel pecan,1.69,"200 mlPrijs per LT € 8,45",200 Milliliter,120.0
907,806,Frozen foods,Ice cream,Magnum Mini classic - almond - white choco,4.49,6 stuks,330 Milliliter,337.0
908,839,Frozen foods,Ice cream,AH Roomijsjes,2.55,"8 stuksPrijs per LT € 3,19",400 Gram,185.0
909,820,Frozen foods,Ice cream,Häagen-Dazs Macadamia nut brittle ijs,4.61,"460 mlNormale prijs per LT € 14,33",460 Milliliter. 400 Gram,264.0
910,842,Frozen foods,Ice cream,Hertog Ijssalon mini aardbeien meringue,1.69,"200 mlPrijs per LT € 8,45",200 Milliliter,179.0
911,812,Frozen foods,Ice cream,Hertog Vegan vanille,4.79,"0,9 lPrijs per LT € 5,32",900 Milliliter. 472 Gram,176.0
912,849,Frozen foods,Ice cream,Cornetto Mini classico,3.19,"6 x 60 mlPrijs per LT € 8,86",6 Stuks (piece). 360 Milliliter,328.0
913,872,Frozen foods,Ice cream,Magnum Almond remix pint,5.19,"440 mlPrijs per LT € 11,80",440 Milliliter. 313 Gram,323.0
914,847,Frozen foods,Ice cream,AH Vier kleuren sticks,0.99,8 stuks,304 Gram,81.0
915,873,Frozen foods,Ice cream,AH Choco's mini mix,1.79,8 stuks,286 Gram,350.0
916,856,Frozen foods,Ice cream,AH IJsstam vanille choco,1.49,"650 mlPrijs per LT € 2,29",330 Gram,265.0
917,825,Frozen foods,Ice cream,Ola Liuk,4.29,"8 stuksPrijs per LT € 7,15",600 Milliliter,137.0
918,844,Frozen foods,Ice cream,AH Schepijs bourbon vanille,2.79,"2 lPrijs per LT € 1,40",1 Kilogram,219.0
919,814,Frozen foods,Ice cream,Magnum Mini classic,5.29,"6 stuksPrijs per LT € 14,69",6 Stuks (piece). 330 Milliliter,326.0
920,861,Frozen foods,Ice cream,AH Sorbetijs citroen,1.69,"500 mlPrijs per LT € 3,38",300 Gram,102.0
921,876,Frozen foods,Ice cream,Ben & Jerry's Chocolate fudge brownie,7.49,"465 mlPrijs per LT € 16,11",465 Milliliter,217.0
922,853,Frozen foods,Ice cream,Hertog Ijssalon vanille,3.49,"900 mlPrijs per LT € 3,88",900 Milliliter. 480 Gram,197.0
923,823,Frozen foods,Ice cream,Häagen-Dazs Salted caramel ijs,4.61,"460 mlNormale prijs per LT € 14,33",460 Milliliter. 400 Gram,282.0
924,852,Frozen foods,Ice cream,Ben & Jerry's Cookie dough,7.49,"465 mlPrijs per LT € 16,11",465 Milliliter,235.0
925,859,Frozen foods,Ice cream,AH Roomijs vanille,2.69,"1 lPrijs per LT € 2,69",480 Gram,193.0
926,809,Frozen foods,Ice cream,AH Biologisch Roomijs vanille,3.29,"1 lPrijs per LT € 3,29",500 Gram,200.0
927,831,Frozen foods,Ice cream,AH Roomijs kaneel,2.49,"1 lPrijs per LT € 2,49",500 Gram,228.0
928,854,Frozen foods,Ice cream,AH Ruimte ijsjes,0.89,9 stuks,495 Gram,61.0
929,829,Frozen foods,Ice cream,AH Sorbetijs stoofpeer,3.29,"0,5 lPrijs per LT € 6,58",300 Gram,129.0
930,865,Frozen foods,Ice cream,AH IJshoorntjes,1.89,8 x 120 ml,556 Gram,275.0
931,870,Frozen foods,Ice cream,AH Vrieslollies,0.81,10 stuks,500 Milliliter,56.0
932,830,Frozen foods,Ice cream,Hertog Ijssalon aardbeien meringue,4.19,"900 mlPrijs per LT € 4,66",900 Milliliter. 500 Gram,179.0
933,834,Frozen foods,Ice cream,AH Tiramisu schnitt,5.99,"260 gPrijs per KG € 23,04",260 Gram,306.0
934,858,Frozen foods,Ice cream,Hertog Ijssalon drie chocolades,4.69,"900 mlPrijs per LT € 5,21",900 Milliliter. 522 Gram,216.0
935,850,Frozen foods,Ice cream,Hertog Ijssalon mini ijs 3 chocolades,1.59,"200 mlPrijs per LT € 7,95",200 Milliliter,215.0
936,851,Frozen foods,Ice cream,Ola Raket,3.49,"12 stuksPrijs per LT € 5,29",12 Stuks (piece). 660 Milliliter,75.0
937,817,Frozen foods,Ice cream,AH Dubbel likkers,0.81,12 stuks,720 Gram,68.0
938,864,Frozen foods,Ice cream,Hertog Slagroomijs,3.69,"900 mlPrijs per LT € 4,10",900 Milliliter,221.0
939,837,Frozen foods,Ice cream,AH Peren ijsjes,1.49,12 stuks,600 Gram,70.0
940,826,Frozen foods,Ice cream,AH Sorbetijs mango,1.69,"500 mlPrijs per LT € 3,38",300 Gram,106.0
941,813,Frozen foods,Ice cream,Hertog Ijssalon koffie royaal,1.89,"200 mlPrijs per LT € 9,45",200 Milliliter. 111 Gram,210.0
942,866,Frozen foods,Ice cream,Ben & Jerry's Tony's chocolonely love a-fair,7.29,"465 mlPrijs per LT € 15,68",465 Milliliter. 402 Gram,271.0
943,790,Frozen foods,Frozen snacks,Wagner Piccolinis mini pizza tomaat mozzarella,3.29,"270 gPrijs per KG € 12,19",9 Stuks (piece). 270 Gram,220.0
944,757,Frozen foods,Frozen snacks,AH Mini loempia met kip,1.99,"10 stuksPrijs per KG € 9,95",200 Gram,269.0
945,772,Frozen foods,Frozen snacks,AH Hamburgers,3.9,"840 gPrijs per KG € 3,68",840 Gram,210.0
946,752,Frozen foods,Frozen snacks,Mora Oven mini frikandellen,4.55,20 stuks,20 Stuks (piece). 400 Gram,223.0
947,783,Frozen foods,Frozen snacks,Topking Vlamtosti 2-pack,2.69,"2 stuksPrijs per KG € 12,23",2 Stuks (piece),266.0
948,780,Frozen foods,Frozen snacks,AH Kipsate op stokje,0.99,"130 gPrijs per KG € 7,62",130 Gram,223.0
949,801,Frozen foods,Frozen snacks,AH Oven frikandel,2.15,"350 gPrijs per KG € 6,14",350 Gram,228.0
950,766,Frozen foods,Frozen snacks,AH Oven kaassoufflé,2.99,4 stuks,280 Gram,358.0
951,760,Frozen foods,Frozen snacks,Mora Hamburgers classics,1.75,"4 x 80 gPrijs per KG € 5,47",4 Stuks (piece). 320 Gram,202.0
952,750,Frozen foods,Frozen snacks,AH Garnalenkroketjes voor in de oven,4.49,"240 gPrijs per KG € 18,71",240 Gram,213.0
953,785,Frozen foods,Frozen snacks,Kwekkeboom Oven bitterballen,4.29,12 stuks,300 Gram,248.0
954,782,Frozen foods,Frozen snacks,AH Oven partymix,3.25,"320 gPrijs per KG € 10,16",320 Gram,268.0
955,761,Frozen foods,Frozen snacks,Topking Tosti's ham & kaas,2.79,"210 gPrijs per KG € 13,29",2 Stuks (piece),274.0
956,764,Frozen foods,Frozen snacks,AH Kaassouffle,1.49,"6 stuksPrijs per KG € 4,14",360 Gram,303.0
957,755,Frozen foods,Frozen snacks,Kwekkeboom Old amsterdam croquetten,4.69,"240 gPrijs per KG € 19,54",4 Stuks (piece). 240 Gram,296.0
958,771,Frozen foods,Frozen snacks,Kwekkeboom Oven en airfryer kalfsvlees croquetten,4.69,"4 stuksPrijs per KG € 16,75",4 Stuks (piece). 280 Gram,271.0
959,768,Frozen foods,Frozen snacks,Mora Veggie-saté,2.19,"160 gPrijs per KG € 13,69",160 Gram,222.0
960,779,Frozen foods,Frozen snacks,Hebro Saté ajam,2.15,"172 gPrijs per KG € 12,50",172 Gram,211.0
961,777,Frozen foods,Frozen snacks,AH Frikandel,3.29,"20 stuksPrijs per KG € 2,35",1.4 Kilogram,225.0
962,789,Frozen foods,Frozen snacks,Kwekkeboom Oven & airfryer black angus bitterballen,4.39,"240 gPrijs per KG € 18,29",240 Gram,276.0
963,756,Frozen foods,Frozen snacks,AH Minisnacks,3.25,36 stuks,648 Gram,218.0
964,769,Frozen foods,Frozen snacks,Wagner Piccolinis mini pizza 3 soorten kaas,3.29,"270 gPrijs per KG € 12,19",9 Stuks (piece). 270 Gram,293.0
965,753,Frozen foods,Frozen snacks,Mora Oven en airfryer hapjes mix,4.55,"320 gPrijs per KG € 14,22",320 Gram,250.0
966,784,Frozen foods,Frozen snacks,Kwekkeboom Old Amsterdam bitterballen,4.49,10 stuks,10 Stuks (piece). 250 Gram,304.0
967,792,Frozen foods,Frozen snacks,AH Oven kroket,2.49,"320 gPrijs per KG € 7,78",320 Gram,269.0
968,805,Frozen foods,Frozen snacks,Mora Kipsaté milde pindasaus,2.19,"160 gPrijs per KG € 13,69",160 Gram,171.0
969,786,Frozen foods,Frozen snacks,Mora Kipsaté pittige pindasaus,2.49,"160 gPrijs per KG € 15,56",160 Gram,182.0
970,787,Frozen foods,Frozen snacks,Kwekkeboom Oven en airfryer gemixte hapjes,4.99,12 stuks,260 Gram,295.0
971,797,Frozen foods,Frozen snacks,AH Saté ajam,1.19,"160 gPrijs per KG € 7,44",160 Gram,230.0
972,775,Frozen foods,Frozen snacks,AH Mini loempia met groente,1.56,"15 stuksPrijs per KG € 5,20",300 Gram,239.0
973,803,Frozen foods,Frozen snacks,Dr. Oetker Pizza bitterballen Hawaii,4.59,"250 gPrijs per KG € 18,36",10 Stuks (piece). 250 Gram,224.0
974,796,Frozen foods,Frozen snacks,Dr. Oetker Ristorante piccolissima prosciutto,3.69,"216 gPrijs per KG € 17,08",9 Stuks (piece). 216 Gram,207.0
975,754,Frozen foods,Frozen snacks,AH Oven party mix,5.99,36 stuks,720 Gram,268.0
976,762,Frozen foods,Frozen snacks,AH Kipnuggets,2.79,"500 gPrijs per KG € 5,58",500 Gram,246.0
977,799,Frozen foods,Frozen snacks,Dr. Oetker Pizza bitterballen salami,4.89,10 stuks,250 Gram,240.0
978,788,Frozen foods,Frozen snacks,Kwekkeboom Oven black angus croquetten,4.59,4 stuks,4 Stuks (piece). 300 Gram,277.0
979,774,Frozen foods,Frozen snacks,AH Oven bitterballen,2.45,"300 gPrijs per KG € 8,17",300 Gram,269.0
980,793,Frozen foods,Frozen snacks,Mora Oven frikandel,2.75,"4 x 70 gPrijs per KG € 9,82",4 Stuks (piece). 280 Gram,228.0
981,794,Frozen foods,Frozen snacks,Wagner Piccolinis mini pizza salami,3.29,"270 gPrijs per KG € 12,19",9 Stuks (piece). 270 Gram,256.0
982,2340,Breakfast cereals and spreads,Sweet spreads,Calvé Pindakaas stukjes pinda,3.59,"350 gPrijs per KG € 10,26",350 Gram,
983,2346,Breakfast cereals and spreads,Sweet spreads,AH Hagel mix,2.49,"600 gPrijs per KG € 4,15",600 Gram,449.0
984,2326,Breakfast cereals and spreads,Sweet spreads,Timson Rinse appelstroop,2.39,"450 gPrijs per KG € 5,31",450 Gram,289.0
985,2372,Breakfast cereals and spreads,Sweet spreads,AH Hagelslag puur,2.49,"600 gPrijs per KG € 4,15",600 Gram,446.0
986,2357,Breakfast cereals and spreads,Sweet spreads,Bolletje Schuddebuikjes speculaas,2.9,"300 gPrijs per KG € 6,97",300 Gram,478.0
987,2327,Breakfast cereals and spreads,Sweet spreads,AH Biologisch Bloemenhoning vloeibaar,3.29,"350 gPrijs per KG € 9,40",350 Gram,326.0
988,2323,Breakfast cereals and spreads,Sweet spreads,De Ruijter Royaal chocolade vlokken extra puur,2.89,"300 gNormale prijs per KG € 9,63",300 Gram,441.0
989,2387,Breakfast cereals and spreads,Sweet spreads,Lotus Speculoospasta crunchy,3.55,"400 gPrijs per KG € 8,88",400 Gram,571.0
990,2315,Breakfast cereals and spreads,Sweet spreads,Duo Penotti Hazelnoot & vanille,3.29,"400 gPrijs per KG € 8,23",400 Gram,569.0
991,2351,Breakfast cereals and spreads,Sweet spreads,AH Smeuïge pindakaas,3.59,"600 gPrijs per KG € 5,98",600 Gram,644.0
992,2354,Breakfast cereals and spreads,Sweet spreads,AH Choco spread duo,3.15,"600 gPrijs per KG € 5,25",600 Gram,573.0
993,2343,Breakfast cereals and spreads,Sweet spreads,AH Hazelnootpasta,1.69,"400 gPrijs per KG € 4,23",400 Gram,521.0
994,2380,Breakfast cereals and spreads,Sweet spreads,Lotus Biscoff speculoos pasta original,5.49,"720 gPrijs per KG € 7,63",720 Gram,584.0
995,2367,Breakfast cereals and spreads,Sweet spreads,AH Hagelslag melk,2.49,"600 gPrijs per KG € 4,15",600 Gram,457.0
996,2388,Breakfast cereals and spreads,Sweet spreads,AH Rinse appelstroop,1.49,"450 gPrijs per KG € 3,31",450 Gram,287.0
997,2342,Breakfast cereals and spreads,Sweet spreads,Van Gilse Schenkstroop,1.89,"600 gPrijs per KG € 3,15",600 Gram,288.0
998,2337,Breakfast cereals and spreads,Sweet spreads,Choca Vlokken,1.59,"300 gPrijs per KG € 5,30",300 Gram,456.0
999,2366,Breakfast cereals and spreads,Sweet spreads,De Ruijter Chocoladehagel puur,3.29,"390 gNormale prijs per KG € 8,44",390 Gram,428.0
1000,2341,Breakfast cereals and spreads,Sweet spreads,Bonne Maman Aardbeien confiture,3.25,"370 gPrijs per KG € 8,78",370 Gram,241.0
1001,2335,Breakfast cereals and spreads,Sweet spreads,Venz Rimboe kroko vlokken puur en vanille,2.75,"200 gNormale prijs per KG € 13,75",200 Gram,448.0
1002,2376,Breakfast cereals and spreads,Sweet spreads,Calvé Pindakaas pot,4.99,"650 gPrijs per KG € 7,68",650 Gram,664.0
1003,2332,Breakfast cereals and spreads,Sweet spreads,AH Pindakaas naturel,2.69,"600 gPrijs per KG € 4,48",600 Gram,642.0
1004,2331,Breakfast cereals and spreads,Sweet spreads,AH Speculoospasta,1.79,"400 gPrijs per KG € 4,48",400 Gram,596.0
1005,2320,Breakfast cereals and spreads,Sweet spreads,AH Chocoladepasta puur,2.49,"400 gPrijs per KG € 6,23",400 Gram,576.0
1006,2324,Breakfast cereals and spreads,Sweet spreads,Venz Hagelslag melk,2.59,"400 gNormale prijs per KG € 6,48",400 Gram,446.0
1007,2338,Breakfast cereals and spreads,Sweet spreads,De Ruijter Vlokfeest,2.99,"300 gNormale prijs per KG € 9,97",300 Gram,451.0
1008,2384,Breakfast cereals and spreads,Sweet spreads,AH Honing,1.99,"350 gPrijs per KG € 5,69",350 Gram,326.0
1009,2350,Breakfast cereals and spreads,Sweet spreads,Calvé Pindakaas met stukjes pinda,5.79,"650 gPrijs per KG € 8,91",650 Gram,651.0
1010,2360,Breakfast cereals and spreads,Sweet spreads,AH 100% Pindakaas naturel,3.69,"600 gPrijs per KG € 6,15",600 Gram,615.0
1011,2322,Breakfast cereals and spreads,Sweet spreads,Nutella Hazelnootpasta,5.19,"600 gPrijs per KG € 8,65",600 Gram,539.0
1012,2316,Breakfast cereals and spreads,Sweet spreads,AH Chocoladepasta melk,2.49,"400 gPrijs per KG € 6,23",400 Gram,577.0
1013,2318,Breakfast cereals and spreads,Sweet spreads,Venz Hagelslag puur,2.59,"400 gNormale prijs per KG € 6,48",400 Gram,445.0
1014,2377,Breakfast cereals and spreads,Sweet spreads,AH Extra jam aardbeien,1.25,"450 gPrijs per KG € 2,78",450 Gram,245.0
1015,2359,Breakfast cereals and spreads,Sweet spreads,De Ruijter Vruchten hagel,2.29,"400 gPrijs per KG € 5,73",400 Gram,402.0
1016,2339,Breakfast cereals and spreads,Sweet spreads,De Ruijter Vlokken puur,2.99,"300 gNormale prijs per KG € 9,97",300 Gram,443.0
1017,2269,Breakfast cereals and spreads,"Crackers, rice cakes",Bolletje Lichte crackers spelt,2.19,"190 gPrijs per KG € 11,53",16 Stuks (piece). 190 Gram,420.0
1018,2281,Breakfast cereals and spreads,"Crackers, rice cakes",Wasa Delicate thin crisp rosemary & salt,2.29,"190 gPrijs per KG € 12,05",22 Stuks (piece). 190 Gram,394.0
1019,2291,Breakfast cereals and spreads,"Crackers, rice cakes",Liga Cracotte crackers naturel,2.19,"250 gNormale prijs per KG € 8,76",250 Gram,387.0
1020,2264,Breakfast cereals and spreads,"Crackers, rice cakes",Liga Vitalu volkoren tarwemeel-bloem crackers,2.39,"200 gNormale prijs per KG € 11,95",200 Gram,435.0
1021,2295,Breakfast cereals and spreads,"Crackers, rice cakes",AH Dikke rijstwafels meergranen,0.99,"12 stuksPrijs per KG € 8,25",120 Gram,368.0
1022,2293,Breakfast cereals and spreads,"Crackers, rice cakes",AH Knackebrod Volkoren,1.39,"375 gPrijs per KG € 3,71",375 Gram,371.0
1023,2282,Breakfast cereals and spreads,"Crackers, rice cakes",AH Dunne maïswafels met zeezout,1.29,4 x 4 stuks,100 Gram,378.0
1024,2289,Breakfast cereals and spreads,"Crackers, rice cakes",Bolletje Vezelrijk Knackebrod volkoren,1.99,"265 gPrijs per KG € 7,51",16 Stuks (piece). 265 Gram,398.0
1025,2298,Breakfast cereals and spreads,"Crackers, rice cakes",Liga Cracotte volkoren crackers,2.39,"250 gNormale prijs per KG € 9,56",250 Gram,369.0
1026,2262,Breakfast cereals and spreads,"Crackers, rice cakes",AH Dunne maiswafels kaas 4-pack,1.39,"104 gPrijs per KG € 13,37",104 Gram,415.0
1027,2310,Breakfast cereals and spreads,"Crackers, rice cakes",AH Rijstwafels naturel,0.69,"130 gPrijs per KG € 5,31",130 Gram,380.0
1028,2263,Breakfast cereals and spreads,"Crackers, rice cakes",Liga Vitalu volkoren crackers,2.39,"200 gNormale prijs per KG € 11,95",200 Gram,400.0
1029,2271,Breakfast cereals and spreads,"Crackers, rice cakes",Bolletje Oerknack Robuust Volkoren,2.29,"285 gPrijs per KG € 8,04",16 Stuks (piece). 285 Gram,416.0
1030,2273,Breakfast cereals and spreads,"Crackers, rice cakes",LU Mini crackers zout,1.95,"250 gNormale prijs per KG € 7,80",250 Gram,455.0
1031,2265,Breakfast cereals and spreads,"Crackers, rice cakes",Snack a Jacks Cheeky cheese flavour,2.9,"104 gPrijs per KG € 20,10",104 Gram,378.0
1032,2303,Breakfast cereals and spreads,"Crackers, rice cakes",LU Mini crackers naturel,1.79,"250 gNormale prijs per KG € 7,16",250 Gram,430.0
1033,2275,Breakfast cereals and spreads,"Crackers, rice cakes",Wasa Glutenvrij en lactosevrij classic,3.49,"240 gPrijs per KG € 14,54",18 Stuks (piece). 240 Gram,395.0
1034,2267,Breakfast cereals and spreads,"Crackers, rice cakes",Bolletje Oerknack Waldkorn,2.29,"285 gPrijs per KG € 8,04",16 Stuks (piece). 285 Gram,435.0
1035,2296,Breakfast cereals and spreads,"Crackers, rice cakes",AH Dikke rijstwafels met zeezout,1.9,"12 stuksPrijs per KG € 9,08",120 Gram,383.0
1036,2285,Breakfast cereals and spreads,"Crackers, rice cakes",Snack a Jacks Smokey barbecue paprika,2.9,"103 gPrijs per KG € 20,29",103 Gram,375.0
1037,2274,Breakfast cereals and spreads,"Crackers, rice cakes",AH Mini crackers olijfolie & oregano,1.39,"250 gPrijs per KG € 5,56",250 Gram,440.0
1038,2280,Breakfast cereals and spreads,"Crackers, rice cakes",Bolletje Luchtig  Knackebrod sesam,1.59,"240 gPrijs per KG € 6,63",16 Stuks (piece). 240 Gram,432.0
1039,2277,Breakfast cereals and spreads,"Crackers, rice cakes",AH Biologisch Maiswafels met zeezout langwerpig,1.39,"130 gPrijs per KG € 10,69",130 Gram,383.0
1040,2304,Breakfast cereals and spreads,"Crackers, rice cakes",Zonnatura Maïswafels,0.99,"100 gPrijs per KG € 9,90",100 Gram,384.0
1041,2302,Breakfast cereals and spreads,"Crackers, rice cakes",AH Mini crackers naturel,1.29,"250 gPrijs per KG € 5,16",250 Gram,432.0
1042,2300,Breakfast cereals and spreads,"Crackers, rice cakes",AH Dikke maiswafel,0.89,"138 gPrijs per KG € 6,45",138 Gram,381.0
1043,2287,Breakfast cereals and spreads,"Crackers, rice cakes",AH Rijstwafels melkchocolade,1.19,"150 gPrijs per KG € 7,93",150 Gram,490.0
1044,2313,Breakfast cereals and spreads,"Crackers, rice cakes",Wasa Volkoren,2.9,"260 gPrijs per KG € 8,04",260 Gram,330.0
1045,2290,Breakfast cereals and spreads,"Crackers, rice cakes",AH Luchtige crackers naturel,0.99,"250 gPrijs per KG € 3,96",250 Gram,385.0
1046,2260,Breakfast cereals and spreads,"Crackers, rice cakes",Bolletje Ontbijtcrackers spelt volkoren,2.59,"240 gPrijs per KG € 10,79",240 Gram,438.0
1047,2292,Breakfast cereals and spreads,"Crackers, rice cakes",Wasa Vezelrijk,2.9,"300 gPrijs per KG € 6,97",30 Stuks (piece). 300 Gram,329.0
1048,2309,Breakfast cereals and spreads,"Crackers, rice cakes",Wasa Sesam,2.9,"250 gPrijs per KG € 8,36",18 Stuks (piece). 250 Gram,399.0
1049,2306,Breakfast cereals and spreads,"Crackers, rice cakes",AH Biologisch Maiswafels met zeezout rond,0.79,"120 gPrijs per KG € 6,58",120 Gram,383.0
1050,2299,Breakfast cereals and spreads,"Crackers, rice cakes",AH Dunne maiswafels paprika,1.39,"104 gPrijs per KG € 13,37",104 Gram,412.0
1051,2314,Breakfast cereals and spreads,"Crackers, rice cakes",AH Luchtige cracker volkoren met rijstbloem,0.99,"250 gPrijs per KG € 3,96",250 Gram,352.0
1052,2305,Breakfast cereals and spreads,"Crackers, rice cakes",LU Mini crackers olijfolie & oregano,1.89,"250 gNormale prijs per KG € 7,56",250 Gram,437.0
1053,2440,Breakfast cereals and spreads,Breakfast cereals,Brinta Volkoren graanontbijt,2.19,"500 gPrijs per KG € 4,38",500 Gram,347.0
1054,2421,Breakfast cereals and spreads,Breakfast cereals,Holie Granola noten,3.89,"350 gPrijs per KG € 11,11",350 Gram,404.0
1055,2419,Breakfast cereals and spreads,Breakfast cereals,Kellogg's Cornflakes,3.9,"375 gPrijs per KG € 8,24",375 Gram,378.0
1056,2439,Breakfast cereals and spreads,Breakfast cereals,Kellogg's Honey pops loops,3.79,"375 gPrijs per KG € 10,11",375 Gram,382.0
1057,2418,Breakfast cereals and spreads,Breakfast cereals,Zonnatura Muesli rijkgevuld,2.89,"500 gPrijs per KG € 5,78",500 Gram,364.0
1058,2398,Breakfast cereals and spreads,Breakfast cereals,Zonnatura Krokante muesli pure chocolade,3.99,"375 gPrijs per KG € 10,64",375 Gram,417.0
1059,2408,Breakfast cereals and spreads,Breakfast cereals,AH Volkoren havervlokken,0.85,"500 gPrijs per KG € 1,70",500 Gram,375.0
1060,2428,Breakfast cereals and spreads,Breakfast cereals,AH Volkoren havermout fijne vlokken,1.15,"450 gPrijs per KG € 2,56",450 Gram,375.0
1061,2394,Breakfast cereals and spreads,Breakfast cereals,Quaker Cruesli cookies & cream,3.99,"450 gNormale prijs per KG € 8,87",450 Gram,452.0
1062,2442,Breakfast cereals and spreads,Breakfast cereals,AH Volkoren havermout,0.85,"500 gPrijs per KG € 1,70",500 Gram,375.0
1063,2416,Breakfast cereals and spreads,Breakfast cereals,Quaker Cruesli rood fruit,4.9,"450 gNormale prijs per KG € 9,09",450 Gram,433.0
1064,2432,Breakfast cereals and spreads,Breakfast cereals,AH Krokante muesli noten,2.55,"600 gPrijs per KG € 4,25",600 Gram,457.0
1065,2424,Breakfast cereals and spreads,Breakfast cereals,Quaker Cruesli 4 noten,4.19,"450 gNormale prijs per KG € 9,31",450 Gram,462.0
1066,2391,Breakfast cereals and spreads,Breakfast cereals,AH Glutenvrij Volkoren havermout,2.75,"450 gPrijs per KG € 6,11",450 Gram,364.0
1067,2400,Breakfast cereals and spreads,Breakfast cereals,Quaker Cruesli 4 nuts,5.99,"800 gPrijs per KG € 7,49",800 Gram,462.0
1068,2425,Breakfast cereals and spreads,Breakfast cereals,Kellogg's Coco pops chocos,3.59,"375 gPrijs per KG € 9,57",375 Gram,377.0
1069,2435,Breakfast cereals and spreads,Breakfast cereals,AH Krokante muesli naturel,2.29,"1 kgPrijs per KG € 2,29",1 Kilogram,416.0
1070,2430,Breakfast cereals and spreads,Breakfast cereals,Quaker Cruesli chocolate,5.69,"850 gPrijs per KG € 6,69",850 Gram,455.0
1071,2401,Breakfast cereals and spreads,Breakfast cereals,Zonnatura Muesli met noten en zaden,2.99,"375 gPrijs per KG € 7,97",375 Gram,388.0
1072,2406,Breakfast cereals and spreads,Breakfast cereals,AH Honingringen,1.99,"375 gPrijs per KG € 5,31",375 Gram,379.0
1073,2441,Breakfast cereals and spreads,Breakfast cereals,Kellogg's Coco pops,3.59,"330 gPrijs per KG € 10,88",330 Gram,382.0
1074,2436,Breakfast cereals and spreads,Breakfast cereals,Weetabix Mini's choco,3.99,"450 gPrijs per KG € 8,87",450 Gram,391.0
1075,2426,Breakfast cereals and spreads,Breakfast cereals,AH Biologisch Volkoren havermout fijn,2.49,"900 gPrijs per KG € 2,77",900 Gram,366.0
1076,2399,Breakfast cereals and spreads,Breakfast cereals,AH Geroosterde muesli zaden,2.19,"300 gPrijs per KG € 7,30",300 Gram,419.0
1077,2403,Breakfast cereals and spreads,Breakfast cereals,AH 7 Granenontbijt,0.85,"300 gPrijs per KG € 2,83",300 Gram,340.0
1078,2417,Breakfast cereals and spreads,Breakfast cereals,Quaker Cruesli luchtig,3.99,"375 gNormale prijs per KG € 10,64",375 Gram,458.0
1079,2410,Breakfast cereals and spreads,Breakfast cereals,Holie Granola protein crunch,3.89,"350 gPrijs per KG € 11,11",350 Gram,438.0
1080,2414,Breakfast cereals and spreads,Breakfast cereals,AH Muesli naturel,2.39,"1 kgPrijs per KG € 2,39",1 Kilogram,343.0
1081,2404,Breakfast cereals and spreads,Breakfast cereals,Kellogg's Special K original,3.99,"375 gPrijs per KG € 10,64",375 Gram,375.0
1082,2395,Breakfast cereals and spreads,Breakfast cereals,AH Biologisch Muesli fruit & noten,2.89,"450 gPrijs per KG € 6,42",450 Gram,354.0
1083,2402,Breakfast cereals and spreads,Breakfast cereals,Kellogg's Tresor melk choco,4.79,"410 gPrijs per KG € 11,68",410 Gram,455.0
